Family,SpeciesName,WoodDensity,Reference,,,,,,
NA,Antrocaryon micraster ,0.5,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Cedrela odorata ,0.38,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Ceiba pentandra ,0.27,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Entandrophragma angolense  ,0.44,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Guarea thompsonii  ,0.53,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Heritiera utilis ,0.46,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Heritiera utilis ,0.45,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Khaya ivorensis ,0.52,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Khaya ivorensis ,0.48,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Lophira alata  ,0.76,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Mammea africana ,0.62,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Milicia excels  ,0.46,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Pycnanthus angolensis ,0.35,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Tectona grandis ,0.57,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Terminalia ivorensis  ,0.38,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Terminalia superba ,0.42,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Tieghemella heckelii  ,0.58,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Triplochiton scleroxylon,0.43,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Turraeanthus africanus,0.44,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Turraeanthus africanus,0.49,"Yeboeh et al., 2013. Variation in wood density and carbon content of tropical plantation tree species from Ghana",,,,,,
NA,Abies balsamea,0.34,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Acer platanoides,0.5165,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Acer rubrum,0.49,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Acer saccharum,0.56,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Betula alleghaniensis,0.55,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Betula papyrifera,0.48,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Betula pendula,0.5125,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Larix decidua,0.474,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Larix laricina,0.49,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Picea abies,0.37,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Picea glauca,0.33,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Picea rubens,0.38,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Pinus resinosa,0.39,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Pinus strobus,0.34,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Pinus sylvestris,0.422,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Quercus robur,0.56,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Quercus rubra,0.56,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
NA,Thuja occidentalis,0.3,"Tobner et al., 2013. Advancing biodiversity_ecosystem functioning science using high-density tree-based experiments over functional diversity gradients",,,,,,
Malvaceae ,Bombacopsis quinata ,0.47,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Burseraceae ,Bursera simaruba ,0.47,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Meliaceae ,Cedrela odorata ,0.4,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Bixaceae ,Cochlospermum vitifolium ,0.19,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Fabaceae ,Enterolobium cyclocarpum ,0.49,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Moraceae ,Ficus sp. ,0.65,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Malvaceae ,Guazuma ulmifolia ,0.67,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Tiliaceae ,Luehea candida ,0.91,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Simaroubaceae ,Simarouba glauca ,0.6,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Meliaceae ,Swietenia macrophylla ,0.6,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Lamiaceae ,Tectona grandis ,0.66,"Worbes et al., 2013. Relations between water balance, wood traits and phenological behavior of tree species from a tropical dry forest in Costa Rica¡ªa multifactorial study",,,,,,
Theaceae,Adinandra formosana,0.566,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Myrsinaceae,Ardisia virens,0.289,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Verbenaceae,Callicarpa kochiana,0.453,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Verbenaceae,Callicarpa tikusikensis,0.468,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Fagaceae,Castanopsis cuspidata,0.522,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Lauraceae,Cinnamomum subavenium,0.476,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Theaceae,Cleyera japonica,0.548,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Lauraceae,Cryptocarya chinensis,0.51,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Fagaceae,Cyclobalanopsis longinux,0.702,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Daphniphyllaceae,Daphniphyllum glaucescens,0.513,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Elaeocarpaceae,Elaeocarpus japonicus,0.539,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Elaeocarpaceae,Elaeocarpus sylvestris,0.498,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Juglandaceae,Engelhardtia roxburghiana,0.518,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Theaceae,Eurya loquaiana,0.537,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Moraceae,Ficus erecta,0.64,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Euphorbiaceae,Glochidion acuminatum,0.466,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Theaceae,Gordonia axillaris,0.598,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Proteaceae,Helicia formosana,0.426,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Aquifoliaceae,Ilex ficoidea,0.609,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
Aquifoliaceae,Ilex formosana,0.555,"Lida et al., 2014. Linking functional traits and demographic rates in a subtropical tree community: the importance of size dependency",,,,,,
