,SpeciesName,Genus,Species,Family,Binomial
7924,Drypetes kikir,Drypetes,kikir,Putranjivaceae,Drypetes kikir
7925,Drypetes klainei,Drypetes,klainei,Putranjivaceae,Drypetes klainei
7926,Drypetes laciniata,Drypetes,laciniata,Putranjivaceae,Drypetes laciniata
7927,Drypetes laevis,Drypetes,laevis,Putranjivaceae,Drypetes laevis
7928,Drypetes lateriflora,Drypetes,lateriflora,Putranjivaceae,Drypetes lateriflora
7929,Drypetes leonensis,Drypetes,leonensis,Putranjivaceae,Drypetes leonensis
7930,Drypetes likwa,Drypetes,,Putranjivaceae,Drypetes
7931,Drypetes littoralis,Drypetes,littoralis,Putranjivaceae,Drypetes littoralis
7932,Drypetes longifolia,Drypetes,longifolia,Putranjivaceae,Drypetes longifolia
7933,Drypetes louisii,Drypetes,,Putranjivaceae,Drypetes
7934,Drypetes macrophylla,Drypetes,macrophylla,Putranjivaceae,Drypetes macrophylla
7935,Drypetes madagascariensis,Drypetes,madagascariensis,Putranjivaceae,Drypetes madagascariensis
7936,Drypetes mannii,Drypetes,,Putranjivaceae,Drypetes
7937,Drypetes megacarpa,Drypetes,megacarpa,Putranjivaceae,Drypetes megacarpa
7938,Drypetes microphylla,Drypetes,microphylla,Putranjivaceae,Drypetes microphylla
7939,Drypetes molunduana,Drypetes,molunduana,Putranjivaceae,Drypetes molunduana
7940,Drypetes mucronata,Drypetes,mucronata,Putranjivaceae,Drypetes mucronata
7941,Drypetes mullungiana,Drypetes,,Putranjivaceae,Drypetes
7942,Drypetes nitida,Drypetes,nitida,Putranjivaceae,Drypetes nitida
7943,Drypetes occidentalis,Drypetes,occidentalis,Putranjivaceae,Drypetes occidentalis
7944,Drypetes parvifolia,Drypetes,parvifolia,Putranjivaceae,Drypetes parvifolia
7945,Drypetes paxii,Drypetes,paxii,Putranjivaceae,Drypetes paxii
7946,Drypetes pellegrini,Drypetes,pellegrinii,Putranjivaceae,Drypetes pellegrinii
7947,Drypetes pendula,Drypetes,pendula,Putranjivaceae,Drypetes pendula
7948,Drypetes perrieri,Drypetes,perrieri,Putranjivaceae,Drypetes perrieri
7949,Drypetes polyantha,Drypetes,polyantha,Putranjivaceae,Drypetes polyantha
7950,Drypetes polyneura,Drypetes,polyneura,Putranjivaceae,Drypetes polyneura
7951,Drypetes preussii,Drypetes,preussii,Putranjivaceae,Drypetes preussii
7952,Drypetes principum,Drypetes,principum,Putranjivaceae,Drypetes principum
7953,Drypetes sessiliflora,Drypetes,sessiliflora,Putranjivaceae,Drypetes sessiliflora
7954,Drypetes spinosodentata,Drypetes,spinosodentata,Putranjivaceae,Drypetes spinosodentata
7955,Drypetes sppBanyong1,Drypetes,,Putranjivaceae,Drypetes 
7956,Drypetes sppBanyong2,Drypetes,,Putranjivaceae,Drypetes 
7957,Drypetes sppBanyong3,Drypetes,,Putranjivaceae,Drypetes 
7958,Drypetes sppBanyong4,Drypetes,,Putranjivaceae,Drypetes 
7959,Drypetes sppCAM1,Drypetes,,Putranjivaceae,Drypetes 
7960,Drypetes sppCD1,Drypetes,,Putranjivaceae,Drypetes 
7961,Drypetes sppCDi1,Drypetes,,Putranjivaceae,Drypetes 
7962,Drypetes sppCM1,Drypetes,,Putranjivaceae,Drypetes 
7963,Drypetes sppCamorin1,Drypetes,,Putranjivaceae,Drypetes 
7964,Drypetes sppCandamo1,Drypetes,,Putranjivaceae,Drypetes 
7965,Drypetes sppCerroelp1,Drypetes,,Putranjivaceae,Drypetes 
7966,Drypetes sppColorado1,Drypetes,,Putranjivaceae,Drypetes 
7967,Drypetes sppColosoi1,Drypetes,,Putranjivaceae,Drypetes 
7968,Drypetes sppFPnet1,Drypetes,,Putranjivaceae,Drypetes 
7969,Drypetes sppGA1,Drypetes,,Putranjivaceae,Drypetes 
7970,Drypetes sppGA2,Drypetes,,Putranjivaceae,Drypetes 
7971,Drypetes sppGAB1,Drypetes,,Putranjivaceae,Drypetes 
7972,Drypetes sppGF1,Drypetes,,Putranjivaceae,Drypetes 
7973,Drypetes sppGenting1,Drypetes,,Putranjivaceae,Drypetes 
7974,Drypetes sppGentry1,Drypetes,,Putranjivaceae,Drypetes 
7975,Drypetes sppIncahuar1,Drypetes,,Putranjivaceae,Drypetes 
7976,Drypetes sppIndiana1,Drypetes,,Putranjivaceae,Drypetes 
7977,Drypetes sppLR1,Drypetes,,Putranjivaceae,Drypetes 
7978,Drypetes sppLagenoa1,Drypetes,,Putranjivaceae,Drypetes 
7979,Drypetes sppLinhares1,Drypetes,,Putranjivaceae,Drypetes 
7980,Drypetes sppLoshaiti1,Drypetes,,Putranjivaceae,Drypetes 
7981,Drypetes sppMadidiri1,Drypetes,,Putranjivaceae,Drypetes 
7982,Drypetes sppMtcam1,Drypetes,,Putranjivaceae,Drypetes 
7983,Drypetes sppNadugani1,Drypetes,,Putranjivaceae,Drypetes 
7984,Drypetes sppNangarit1,Drypetes,,Putranjivaceae,Drypetes 
7985,Drypetes sppNdakani1,Drypetes,,Putranjivaceae,Drypetes 
7986,Drypetes sppNdakani2,Drypetes,,Putranjivaceae,Drypetes 
7987,Drypetes sppNdakani3,Drypetes,,Putranjivaceae,Drypetes 
7988,Drypetes sppNdakanni1,Drypetes,,Putranjivaceae,Drypetes 
7989,Drypetes sppNdakanni2,Drypetes,,Putranjivaceae,Drypetes 
7990,Drypetes sppNdakanni3,Drypetes,,Putranjivaceae,Drypetes 
7991,Drypetes sppNdakanni4,Drypetes,,Putranjivaceae,Drypetes 
7992,Drypetes sppNdakanni5,Drypetes,,Putranjivaceae,Drypetes 
7993,Drypetes sppNuevomun1,Drypetes,,Putranjivaceae,Drypetes 
7994,Drypetes sppPE1,Drypetes,,Putranjivaceae,Drypetes 
7995,Drypetes sppPalanan1,Drypetes,,Putranjivaceae,Drypetes 
7996,Drypetes sppPalanan2,Drypetes,,Putranjivaceae,Drypetes 
7997,Drypetes sppPalanan3,Drypetes,,Putranjivaceae,Drypetes 
7998,Drypetes sppPande1,Drypetes,,Putranjivaceae,Drypetes 
7999,Drypetes sppPande2,Drypetes,,Putranjivaceae,Drypetes 
8000,Drypetes sppPerinet1,Drypetes,,Putranjivaceae,Drypetes 
8001,Drypetes sppRAINFOR1,Drypetes,,Putranjivaceae,Drypetes 
8002,Drypetes sppRionegro1,Drypetes,,Putranjivaceae,Drypetes 
8003,Drypetes sppSCA1,Drypetes,,Putranjivaceae,Drypetes 
8004,Drypetes sppSL1,Drypetes,,Putranjivaceae,Drypetes 
8005,Drypetes sppSLE1,Drypetes,,Putranjivaceae,Drypetes 
8006,Drypetes sppSemengoh1,Drypetes,,Putranjivaceae,Drypetes 
8007,Drypetes sppTEAM1,Drypetes,,Putranjivaceae,Drypetes 
8008,Drypetes sppTEAM2,Drypetes,,Putranjivaceae,Drypetes 
8009,Drypetes sppTEAM3,Drypetes,,Putranjivaceae,Drypetes 
8010,Drypetes sppTamboall1,Drypetes,,Putranjivaceae,Drypetes 
8011,Drypetes sppTarapoto1,Drypetes,,Putranjivaceae,Drypetes 
8012,Drypetes sppUS1,Drypetes,,Putranjivaceae,Drypetes 
8013,Drypetes sppYanam11,Drypetes,,Putranjivaceae,Drypetes 
8014,Drypetes standleyi,Drypetes,standleyi,Putranjivaceae,Drypetes standleyi
8015,Drypetes staudtii,Drypetes,staudtii,Putranjivaceae,Drypetes staudtii
8016,Drypetes ugandensis,Drypetes,ugandensis,Putranjivaceae,Drypetes ugandensis
8017,Drypetes urophylla,Drypetes,urophylla,Putranjivaceae,Drypetes urophylla
8018,Drypetes usambarica,Drypetes,usambarica,Putranjivaceae,Drypetes usambarica
8019,Drypetes variabilis,Drypetes,variabilis,Putranjivaceae,Drypetes variabilis
8020,Drypetes viridis,Drypetes,viridis,Putranjivaceae,Drypetes viridis
8021,Drypetes vitiensis,Drypetes,vitiensis,Putranjivaceae,Drypetes vitiensis
8022,Drypetes xanthophylla,Drypetes,,Putranjivaceae,Drypetes
8023,Duabanga grandiflora,Duabanga,grandiflora,Lythraceae,Duabanga grandiflora
8024,Duboscia macrocarpa,Duboscia,macrocarpa,Malvaceae,Duboscia macrocarpa
8025,Duboscia sppFPnet1,Duboscia,,Malvaceae,Duboscia 
8026,Duboscia sppTEAM1,Duboscia,,Malvaceae,Duboscia 
8027,Duboscia viridiflora,Duboscia,viridiflora,Malvaceae,Duboscia viridiflora
8028,Dubouzetia elegans,Dubouzetia,elegans,Elaeocarpaceae,Dubouzetia elegans
8029,Duckesia verrucosa,Duckesia,verrucosa,Humiriaceae,Duckesia verrucosa
8030,Dugandiodendron chimantense,Dugandiodendron,chimantense,Magnoliaceae,Dugandiodendron chimantense
8031,Duguetia asterotricha,Duguetia,asterotricha,Annonaceae,Duguetia asterotricha
8032,Duguetia bahiensis,Duguetia,bahiensis,Annonaceae,Duguetia bahiensis
8033,Duguetia bracteosa,Duguetia,bracteosa,Annonaceae,Duguetia bracteosa
8034,Duguetia calycina,Duguetia,calycina,Annonaceae,Duguetia calycina
8035,Duguetia cauliflora,Duguetia,cauliflora,Annonaceae,Duguetia cauliflora
8036,Duguetia chrysea,Duguetia,chrysea,Annonaceae,Duguetia chrysea
8037,Duguetia confinis,Duguetia,confinis,Annonaceae,Duguetia confinis
8038,Duguetia confusa,Duguetia,confusa,Annonaceae,Duguetia confusa
8039,Duguetia echinophora,Duguetia,echinophora,Annonaceae,Duguetia echinophora
8040,Duguetia flagellaris,Duguetia,flagellaris,Annonaceae,Duguetia flagellaris
8041,Duguetia hadrantha,Duguetia,hadrantha,Annonaceae,Duguetia hadrantha
8042,Duguetia inconspicua,Duguetia,inconspicua,Annonaceae,Duguetia inconspicua
8043,Duguetia lanceolata,Duguetia,lanceolata,Annonaceae,Duguetia lanceolata
8044,Duguetia latifolia,Duguetia,latifolia,Annonaceae,Duguetia latifolia
8045,Duguetia lucida,Duguetia,lucida,Annonaceae,Duguetia lucida
8046,Duguetia macrophylla,Duguetia,macrophylla,Annonaceae,Duguetia macrophylla
8047,Duguetia manausensis,Duguetia,manausensis,Annonaceae,Duguetia manausensis
8048,Duguetia marcgraviana,Duguetia,marcgraviana,Annonaceae,Duguetia marcgraviana
8049,Duguetia megalocarpa,Duguetia,megalocarpa,Annonaceae,Duguetia megalocarpa
8050,Duguetia neglecta,Duguetia,neglecta,Annonaceae,Duguetia neglecta
8051,Duguetia odorata,Duguetia,odorata,Annonaceae,Duguetia odorata
8052,Duguetia paraensis,Duguetia,paraensis,Annonaceae,Duguetia paraensis
8053,Duguetia peruviana,Duguetia,peruviana,Annonaceae,Duguetia peruviana
8054,Duguetia pycnastera,Duguetia,pycnastera,Annonaceae,Duguetia pycnastera
8055,Duguetia quitarensis,Duguetia,quitarensis,Annonaceae,Duguetia quitarensis
8056,Duguetia riparia,Duguetia,riparia,Annonaceae,Duguetia riparia
8057,Duguetia scottmorii,Duguetia,scottmorii,Annonaceae,Duguetia scottmorii
8058,Duguetia spixiana,Duguetia,spixiana,Annonaceae,Duguetia spixiana
8059,Duguetia sppAllpahua1,Duguetia,,Annonaceae,Duguetia 
8060,Duguetia sppAraracua1,Duguetia,,Annonaceae,Duguetia 
8061,Duguetia sppBelem1,Duguetia,,Annonaceae,Duguetia 
8062,Duguetia sppBerbicer1,Duguetia,,Annonaceae,Duguetia 
8063,Duguetia sppCarajas1,Duguetia,,Annonaceae,Duguetia 
8064,Duguetia sppCeroneb11,Duguetia,,Annonaceae,Duguetia 
8065,Duguetia sppCeroneb21,Duguetia,,Annonaceae,Duguetia 
8066,Duguetia sppDucke1,Duguetia,,Annonaceae,Duguetia 
8067,Duguetia sppDucke2,Duguetia,,Annonaceae,Duguetia 
8068,Duguetia sppDucke3,Duguetia,,Annonaceae,Duguetia 
8069,Duguetia sppDucke4,Duguetia,,Annonaceae,Duguetia 
8070,Duguetia sppDucke5,Duguetia,,Annonaceae,Duguetia 
8071,Duguetia sppFPnet1,Duguetia,,Annonaceae,Duguetia 
8072,Duguetia sppHumboldt1,Duguetia,,Annonaceae,Duguetia 
8073,Duguetia sppIndiana1,Duguetia,,Annonaceae,Duguetia 
8074,Duguetia sppIndiana2,Duguetia,,Annonaceae,Duguetia 
8075,Duguetia sppJenarohe1,Duguetia,,Annonaceae,Duguetia 
8076,Duguetia sppMadidi1,Duguetia,,Annonaceae,Duguetia 
8077,Duguetia sppNuevomun1,Duguetia,,Annonaceae,Duguetia 
8078,Duguetia sppPE1,Duguetia,,Annonaceae,Duguetia 
8079,Duguetia sppRAINFOR1,Duguetia,,Annonaceae,Duguetia 
8080,Duguetia sppRanchoqu1,Duguetia,,Annonaceae,Duguetia 
8081,Duguetia sppRiomanso1,Duguetia,,Annonaceae,Duguetia 
8082,Duguetia sppRionegro1,Duguetia,,Annonaceae,Duguetia 
8083,Duguetia sppSCA2,Duguetia,,Annonaceae,Duguetia 
8084,Duguetia sppShiringa1,Duguetia,,Annonaceae,Duguetia 
8085,Duguetia sppTEAM1,Duguetia,,Annonaceae,Duguetia 
8086,Duguetia sppTutunend1,Duguetia,,Annonaceae,Duguetia 
8087,Duguetia staudtii,Duguetia,staudtii,Annonaceae,Duguetia staudtii
8088,Duguetia stelechantha,Duguetia,stelechantha,Annonaceae,Duguetia stelechantha
8089,Duguetia stenantha,Duguetia,stenantha,Annonaceae,Duguetia stenantha
8090,Duguetia surinamensis,Duguetia,surinamensis,Annonaceae,Duguetia surinamensis
8091,Duguetia trunciflora,Duguetia,trunciflora,Annonaceae,Duguetia trunciflora
8092,Duguetia yeshidan,Duguetia,yeshidan,Annonaceae,Duguetia yeshidan
8093,Dulacia candida,Dulacia,candida,Olacaceae,Dulacia candida
8094,Dulacia cyanocarpa,Dulacia,cyanocarpa,Olacaceae,Dulacia cyanocarpa
8095,Dulacia guianensis,Dulacia,guianensis,Olacaceae,Dulacia guianensis
8096,Dulacia macrophylla,Dulacia,macrophylla,Olacaceae,Dulacia macrophylla
8097,Dulacia papillosa,Dulacia,papillosa,Olacaceae,Dulacia papillosa
8098,Dulacia sppCalima1,Dulacia,,Olacaceae,Dulacia 
8099,Dulacia sppFPnet1,Dulacia,,Olacaceae,Dulacia 
8100,Dulacia sppPE1,Dulacia,,Olacaceae,Dulacia 
8101,Dulacia sppRAINFOR1,Dulacia,,Olacaceae,Dulacia 
8102,Dulacia sppTEAM1,Dulacia,,Olacaceae,Dulacia 
8103,Duparquetia orchidacea,Duparquetia,orchidacea,Fabaceae,Duparquetia orchidacea
8104,Duranta triacantha,Duranta,triacantha,Verbenaceae,Duranta triacantha
8105,Duranta vestita,Duranta,vestita,Verbenaceae,Duranta vestita
8106,Durio excelsus,Durio,excelsus,Malvaceae,Durio excelsus
8107,Durio griffithii,Durio,griffithii,Malvaceae,Durio griffithii
8108,Durio lowianus,Durio,lowianus,Malvaceae,Durio lowianus
8109,Durio ponga,Durio,,Malvaceae,Durio
8110,Durio singaporensis,Durio,singaporensis,Malvaceae,Durio singaporensis
8111,Durio sppTEAM1,Durio,,Malvaceae,Durio 
8112,Duroia aquatica,Duroia,aquatica,Rubiaceae,Duroia aquatica
8113,Duroia duckei,Duroia,duckei,Rubiaceae,Duroia duckei
8114,Duroia eriopila,Duroia,eriopila,Rubiaceae,Duroia eriopila
8115,Duroia hirsuta,Duroia,hirsuta,Rubiaceae,Duroia hirsuta
8116,Duroia longiflora,Duroia,longiflora,Rubiaceae,Duroia longiflora
8117,Duroia macrophylla,Duroia,macrophylla,Rubiaceae,Duroia macrophylla
8118,Duroia maguirei,Duroia,maguirei,Rubiaceae,Duroia maguirei
8119,Duroia micrantha,Duroia,micrantha,Rubiaceae,Duroia micrantha
8120,Duroia saccifera,Duroia,saccifera,Rubiaceae,Duroia saccifera
8121,Duroia sppBerbicer1,Duroia,,Rubiaceae,Duroia 
8122,Duroia sppBerbicer2,Duroia,,Rubiaceae,Duroia 
8123,Duroia sppCeroneb21,Duroia,,Rubiaceae,Duroia 
8124,Duroia sppDucke1,Duroia,,Rubiaceae,Duroia 
8125,Duroia sppFPnet1,Duroia,,Rubiaceae,Duroia 
8126,Duroia sppGF1,Duroia,,Rubiaceae,Duroia 
8127,Duroia sppJenarohe1,Duroia,,Rubiaceae,Duroia 
8128,Duroia sppRAINFOR1,Duroia,,Rubiaceae,Duroia 
8129,Duroia sppRanchoqu1,Duroia,,Rubiaceae,Duroia 
8130,Duroia sppSCA1,Duroia,,Rubiaceae,Duroia 
8131,Duroia sppTEAM1,Duroia,,Rubiaceae,Duroia 
8132,Duroia sppTEAM2,Duroia,,Rubiaceae,Duroia 
8133,Duroia valesca,Duroia,valesca,Rubiaceae,Duroia valesca
8134,Dussia cuscatlanica,Dussia,cuscatlanica,Fabaceae,Dussia cuscatlanica
8135,Dussia lehmannii,Dussia,lehmannii,Fabaceae,Dussia lehmannii
8136,Dussia macroprophyllata,Dussia,macroprophyllata,Fabaceae,Dussia macroprophyllata
8137,Dussia mexicana,Dussia,mexicana,Fabaceae,Dussia mexicana
8138,Dussia sppAntado1,Dussia,,Fabaceae,Dussia 
8139,Dussia sppBOi1,Dussia,,Fabaceae,Dussia 
8140,Dussia sppCR1,Dussia,,Fabaceae,Dussia 
8141,Dussia sppCarara1,Dussia,,Fabaceae,Dussia 
8142,Dussia sppCedral1,Dussia,,Fabaceae,Dussia 
8143,Dussia sppCentinel1,Dussia,,Fabaceae,Dussia 
8144,Dussia sppCentinel2,Dussia,,Fabaceae,Dussia 
8145,Dussia sppCuangos1,Dussia,,Fabaceae,Dussia 
8146,Dussia sppCuevas1,Dussia,,Fabaceae,Dussia 
8147,Dussia sppFPnet1,Dussia,,Fabaceae,Dussia 
8148,Dussia sppHuamani1,Dussia,,Fabaceae,Dussia 
8149,Dussia sppIncahuar1,Dussia,,Fabaceae,Dussia 
8150,Dussia sppLaplanad1,Dussia,,Fabaceae,Dussia 
8151,Dussia sppLaselva1,Dussia,,Fabaceae,Dussia 
8152,Dussia sppMaquipuc1,Dussia,,Fabaceae,Dussia 
8153,Dussia sppMurri1,Dussia,,Fabaceae,Dussia 
8154,Dussia sppRAINFOR1,Dussia,,Fabaceae,Dussia 
8155,Dussia sppRiomanso1,Dussia,,Fabaceae,Dussia 
8156,Dussia sppTEAM1,Dussia,,Fabaceae,Dussia 
8157,Dussia sppVencer1,Dussia,,Fabaceae,Dussia 
8158,Dussia sppYanam21,Dussia,,Fabaceae,Dussia 
8159,Dussia tessmannii,Dussia,tessmannii,Fabaceae,Dussia tessmannii
8160,Dutaillyea amosensis,Dutaillyea,amosensis,Rutaceae,Dutaillyea amosensis
8161,Duvigneaudia inopinata,Duvigneaudia,inopinata,Euphorbiaceae,Duvigneaudia inopinata
8162,Dyera costulata,Dyera,costulata,Apocynaceae,Dyera costulata
8163,Dypsis lantzeana,Dypsis,lantzeana,Arecaceae,Dypsis lantzeana
8164,Dypsis pinnatifrons,Dypsis,pinnatifrons,Arecaceae,Dypsis pinnatifrons
8165,Dypsis robustior,Dypsis,,Arecaceae,Dypsis
8166,Dypsis sppPerinet1,Dypsis,,Arecaceae,Dypsis 
8167,Dypsis sppPerinet2,Dypsis,,Arecaceae,Dypsis 
8168,Dypsis sppTEAM1,Dypsis,,Arecaceae,Dypsis 
8169,Dysoxylon arborescens,Dysoxylon,arborescens,Meliaceae,Dysoxylon arborescens
8170,Dysoxylon molle,Dysoxylon,molle,Meliaceae,Dysoxylon molle
8171,Dysoxylum aliquantulum,Dysoxylum,aliquantulum,Meliaceae,Dysoxylum aliquantulum
8172,Dysoxylum alliaceum,Dysoxylum,alliaceum,Meliaceae,Dysoxylum alliaceum
8173,Dysoxylum aneityense,Dysoxylum,aneityense,Meliaceae,Dysoxylum aneityense
8174,Dysoxylum arborescens,Dysoxylum,arborescens,Meliaceae,Dysoxylum arborescens
8175,Dysoxylum arnoldianum,Dysoxylum,arnoldianum,Meliaceae,Dysoxylum arnoldianum
8176,Dysoxylum bijugum,Dysoxylum,bijugum,Meliaceae,Dysoxylum bijugum
8177,Dysoxylum binectariferum,Dysoxylum,binectariferum,Meliaceae,Dysoxylum binectariferum
8178,Dysoxylum canalense,Dysoxylum,canalense,Meliaceae,Dysoxylum canalense
8179,Dysoxylum carolinae,Dysoxylum,carolinae,Meliaceae,Dysoxylum carolinae
8180,Dysoxylum cauliflorum,Dysoxylum,cauliflorum,Meliaceae,Dysoxylum cauliflorum
8181,Dysoxylum caulostachyum,Dysoxylum,caulostachyum,Meliaceae,Dysoxylum caulostachyum
8182,Dysoxylum cumingianum,Dysoxylum,cumingianum,Meliaceae,Dysoxylum cumingianum
8183,Dysoxylum decandrum,Dysoxylum,decandrum,Meliaceae,Dysoxylum decandrum
8184,Dysoxylum densiflorum,Dysoxylum,densiflorum,Meliaceae,Dysoxylum densiflorum
8185,Dysoxylum excelsum,Dysoxylum,excelsum,Meliaceae,Dysoxylum excelsum
8186,Dysoxylum fraserianum,Dysoxylum,fraserianum,Meliaceae,Dysoxylum fraserianum
8187,Dysoxylum gaudichaudianum,Dysoxylum,gaudichaudianum,Meliaceae,Dysoxylum gaudichaudianum
8188,Dysoxylum gillespieanum,Dysoxylum,gillespieanum,Meliaceae,Dysoxylum gillespieanum
8189,Dysoxylum gobara,Dysoxylum,gobara,Meliaceae,Dysoxylum gobara
8190,Dysoxylum hamiltonii,Dysoxylum,hamiltonii,Meliaceae,Dysoxylum hamiltonii
8191,Dysoxylum huntii,Dysoxylum,huntii,Meliaceae,Dysoxylum huntii
8192,Dysoxylum kouiriense,Dysoxylum,kouiriense,Meliaceae,Dysoxylum kouiriense
8193,Dysoxylum lenticellare,Dysoxylum,lenticellare,Meliaceae,Dysoxylum lenticellare
8194,Dysoxylum macranthum,Dysoxylum,macranthum,Meliaceae,Dysoxylum macranthum
8195,Dysoxylum macrocarpum,Dysoxylum,macrocarpum,Meliaceae,Dysoxylum macrocarpum
8196,Dysoxylum macrostachyum,Dysoxylum,macrostachyum,Meliaceae,Dysoxylum macrostachyum
8197,Dysoxylum maota,Dysoxylum,maota,Meliaceae,Dysoxylum maota
8198,Dysoxylum micranthum,Dysoxylum,micranthum,Meliaceae,Dysoxylum micranthum
8199,Dysoxylum minutiflorum,Dysoxylum,minutiflorum,Meliaceae,Dysoxylum minutiflorum
8200,Dysoxylum molle,Dysoxylum,molle,Meliaceae,Dysoxylum molle
8201,Dysoxylum mollissimum,Dysoxylum,mollissimum,Meliaceae,Dysoxylum mollissimum
8202,Dysoxylum myrianthum,Dysoxylum,myriandrum,Meliaceae,Dysoxylum myriandrum
8203,Dysoxylum pachypodum,Dysoxylum,pachypodum,Meliaceae,Dysoxylum pachypodum
8204,Dysoxylum parasiticum,Dysoxylum,parasiticum,Meliaceae,Dysoxylum parasiticum
8205,Dysoxylum quercifolium,Dysoxylum,quercifolium,Meliaceae,Dysoxylum quercifolium
8206,Dysoxylum renniformis,Dysoxylum,,Meliaceae,Dysoxylum
8207,Dysoxylum richii,Dysoxylum,richii,Meliaceae,Dysoxylum richii
8208,Dysoxylum roseum,Dysoxylum,roseum,Meliaceae,Dysoxylum roseum
8209,Dysoxylum rufescens,Dysoxylum,rufescens,Meliaceae,Dysoxylum rufescens
8210,Dysoxylum sagara,Dysoxylum,,Meliaceae,Dysoxylum
8211,Dysoxylum samoense,Dysoxylum,samoense,Meliaceae,Dysoxylum samoense
8212,Dysoxylum sapindac,Dysoxylum,,Meliaceae,Dysoxylum
8213,Dysoxylum spectabile,Dysoxylum,spectabile,Meliaceae,Dysoxylum spectabile
8214,Dysoxylum sppBaitete1,Dysoxylum,,Meliaceae,Dysoxylum 
8215,Dysoxylum sppNewcaldo1,Dysoxylum,,Meliaceae,Dysoxylum 
8216,Dysoxylum sppPacific1,Dysoxylum,,Meliaceae,Dysoxylum 
8217,Dysoxylum sppPacific2,Dysoxylum,,Meliaceae,Dysoxylum 
8218,Dysoxylum sppPacific3,Dysoxylum,,Meliaceae,Dysoxylum 
8219,Dysoxylum sppPacific4,Dysoxylum,,Meliaceae,Dysoxylum 
8220,Dysoxylum sppPacific5,Dysoxylum,,Meliaceae,Dysoxylum 
8221,Dysoxylum sppPacific6,Dysoxylum,,Meliaceae,Dysoxylum 
8222,Dysoxylum sppSemengoh1,Dysoxylum,,Meliaceae,Dysoxylum 
8223,Dysoxylum sppSemengoh2,Dysoxylum,,Meliaceae,Dysoxylum 
8224,Dysoxylum sppTEAM1,Dysoxylum,,Meliaceae,Dysoxylum 
8225,Dysoxylum sppTEAM2,Dysoxylum,,Meliaceae,Dysoxylum 
8226,Dysoxylum sppTEAM3,Dysoxylum,,Meliaceae,Dysoxylum 
8227,Dysoxylum sppTEAM4,Dysoxylum,,Meliaceae,Dysoxylum 
8228,Dysoxylum sppTEAM5,Dysoxylum,,Meliaceae,Dysoxylum 
8229,Dysoxylum sppTEAM6,Dysoxylum,,Meliaceae,Dysoxylum 
8230,Dysoxylum sppTEAM7,Dysoxylum,,Meliaceae,Dysoxylum 
8231,Dysoxylum sppTEAM8,Dysoxylum,,Meliaceae,Dysoxylum 
8232,Dysoxylum sppVarirata1,Dysoxylum,,Meliaceae,Dysoxylum 
8233,Dysoxylum sppVarirata2,Dysoxylum,,Meliaceae,Dysoxylum 
8234,Dysoxylum sppVarirata3,Dysoxylum,,Meliaceae,Dysoxylum 
8235,Dysoxylum tenuiflorum,Dysoxylum,tenuiflorum,Meliaceae,Dysoxylum tenuiflorum
8236,Dystovomita brasiliensis,Dystovomita,brasiliensis,Clusiaceae,Dystovomita brasiliensis
8237,Dystovomita clusiifolia,Dystovomita,clusiifolia,Clusiaceae,Dystovomita clusiifolia
8238,Dystovomita paniculata,Dystovomita,paniculata,Clusiaceae,Dystovomita paniculata
8239,Ebenaceae sppNC1,,,NA, 
8240,Ebenopsis ebano,Ebenopsis,ebano,Fabaceae,Ebenopsis ebano
8241,Ecclinusa guianensis,Ecclinusa,guianensis,Sapotaceae,Ecclinusa guianensis
8242,Ecclinusa guyanensis,Ecclinusa,guianensis,Sapotaceae,Ecclinusa guianensis
8243,Ecclinusa lanceolata,Ecclinusa,lanceolata,Sapotaceae,Ecclinusa lanceolata
8244,Ecclinusa lancifolia,Ecclinusa,lancifolia,Sapotaceae,Ecclinusa lancifolia
8245,Ecclinusa ramiflora,Ecclinusa,ramiflora,Sapotaceae,Ecclinusa ramiflora
8246,Ecclinusa sppDucke1,Ecclinusa,,Sapotaceae,Ecclinusa 
8247,Ecclinusa sppDucke2,Ecclinusa,,Sapotaceae,Ecclinusa 
8248,Ecclinusa sppDucke3,Ecclinusa,,Sapotaceae,Ecclinusa 
8249,Ecclinusa sppFPnet1,Ecclinusa,,Sapotaceae,Ecclinusa 
8250,Ecclinusa sppGF1,Ecclinusa,,Sapotaceae,Ecclinusa 
8251,Ecclinusa sppIndiana1,Ecclinusa,,Sapotaceae,Ecclinusa 
8252,Ecclinusa sppPE1,Ecclinusa,,Sapotaceae,Ecclinusa 
8253,Ecclinusa sppRAINFOR1,Ecclinusa,,Sapotaceae,Ecclinusa 
